order_id,customer_id,restaurant_id,dish,staff_id,city,order_date,quantity,price,discount,total_amount,profit,loss,frequency,last_order_days,churn,rating
ORDER_151,CUST_77,REST_8,Karahi,STAFF_19,Multan,2025-04-08,2,PKR 1577,PKR 0.0,PKR 3154.0,PKR 867.53,PKR 53.78,8,9,0,1
ORDER_152,CUST_74,REST_2,Pasta,STAFF_1,Lahore,2025-05-09,3,PKR 957,PKR 0.05,PKR 2727.45,PKR 610.64,PKR 55.61,20,49,1,4
ORDER_153,CUST_95,REST_1,Pizza,STAFF_17,Hyderabad,2025-02-14,5,PKR 765,PKR 0.15,PKR 3251.25,PKR 837.66,PKR 102.01,18,29,0,3
ORDER_154,CUST_70,REST_6,Karahi,STAFF_20,Lahore,2025-03-18,2,PKR 604,PKR 0.1,PKR 1087.2,PKR 290.75,PKR 24.45,10,49,1,2
ORDER_155,CUST_89,REST_8,Sandwich,STAFF_16,Sukkur,2025-05-20,5,PKR 1728,PKR 0.1,PKR 7776.0,PKR 1448.96,PKR 445.94,13,24,0,3
ORDER_156,CUST_99,REST_3,Karahi,STAFF_2,Sukkur,2025-02-24,1,PKR 809,PKR 0.15,PKR 687.65,PKR 204.09,PKR 51.39,18,12,0,3
ORDER_157,CUST_72,REST_5,Pizza,STAFF_4,Multan,2025-02-27,5,PKR 590,PKR 0.05,PKR 2802.5,PKR 322.93,PKR 253.68,8,40,1,1
ORDER_158,CUST_13,REST_7,Sandwich,STAFF_16,Karachi,2025-05-02,2,PKR 110,PKR 0.05,PKR 209.0,PKR 46.41,PKR 19.54,7,30,0,3
ORDER_159,CUST_42,REST_5,Biryani,STAFF_3,Multan,2025-02-15,2,PKR 1195,PKR 0.0,PKR 2390.0,PKR 893.79,PKR 41.84,2,59,1,4
ORDER_160,CUST_64,REST_3,Karahi,STAFF_2,Karachi,2025-04-27,3,PKR 1263,PKR 0.0,PKR 3789.0,PKR 1434.27,PKR 126.95,18,41,1,5
ORDER_161,CUST_64,REST_3,BBQ Platter,STAFF_9,Hyderabad,2025-02-17,1,PKR 777,PKR 0.05,PKR 738.15,PKR 235.72,PKR 47.85,11,0,0,3
ORDER_162,CUST_73,REST_4,Pizza,STAFF_20,Lahore,2025-02-17,4,PKR 1155,PKR 0.1,PKR 4158.0,PKR 524.0,PKR 278.28,16,8,0,3
ORDER_163,CUST_32,REST_1,Karahi,STAFF_13,Hyderabad,2025-05-27,4,PKR 1643,PKR 0.1,PKR 5914.8,PKR 2284.36,PKR 178.59,9,0,0,3
ORDER_164,CUST_89,REST_4,Biryani,STAFF_4,Lahore,2025-03-21,3,PKR 427,PKR 0.15,PKR 1088.85,PKR 332.99,PKR 100.51,4,44,1,3
ORDER_165,CUST_48,REST_10,Pasta,STAFF_8,Hyderabad,2025-04-17,4,PKR 413,PKR 0.15,PKR 1404.2,PKR 455.41,PKR 85.06,18,44,1,4
ORDER_166,CUST_97,REST_9,Pasta,STAFF_8,Multan,2025-05-25,1,PKR 1176,PKR 0.15,PKR 999.6,PKR 258.35,PKR 36.16,2,7,0,5
ORDER_167,CUST_65,REST_4,Pizza,STAFF_6,Sukkur,2025-05-06,5,PKR 1004,PKR 0.0,PKR 5020.0,PKR 1526.52,PKR 359.89,17,5,0,4
ORDER_168,CUST_8,REST_8,Pizza,STAFF_17,Lahore,2025-03-20,4,PKR 1254,PKR 0.0,PKR 5016.0,PKR 1342.48,PKR 337.46,1,46,1,4
ORDER_169,CUST_33,REST_1,Pasta,STAFF_19,Karachi,2025-01-16,1,PKR 967,PKR 0.1,PKR 870.3,PKR 269.89,PKR 47.1,3,59,1,4
ORDER_170,CUST_5,REST_5,Fries,STAFF_6,Hyderabad,2025-04-07,4,PKR 866,PKR 0.15,PKR 2944.4,PKR 690.64,PKR 270.04,3,24,0,5
ORDER_171,CUST_18,REST_6,Burger,STAFF_6,Multan,2025-01-01,4,PKR 1183,PKR 0.05,PKR 4495.4,PKR 1431.14,PKR 100.11,1,48,1,3
ORDER_172,CUST_60,REST_9,Fries,STAFF_18,Lahore,2025-01-29,2,PKR 606,PKR 0.15,PKR 1030.2,PKR 210.0,PKR 28.4,14,2,0,5
ORDER_173,CUST_99,REST_1,Pasta,STAFF_7,Karachi,2025-01-13,1,PKR 1316,PKR 0.0,PKR 1316.0,PKR 307.85,PKR 88.44,2,15,0,4
ORDER_174,CUST_57,REST_4,Pasta,STAFF_2,Hyderabad,2025-03-23,5,PKR 692,PKR 0.05,PKR 3287.0,PKR 1133.15,PKR 240.45,20,36,1,3
ORDER_175,CUST_31,REST_5,Pizza,STAFF_17,Hyderabad,2025-02-14,4,PKR 715,PKR 0.1,PKR 2574.0,PKR 304.47,PKR 244.15,14,40,1,5
ORDER_176,CUST_64,REST_1,Sandwich,STAFF_13,Multan,2025-02-17,3,PKR 1526,PKR 0.15,PKR 3891.3,PKR 865.73,PKR 116.7,18,48,1,4
ORDER_177,CUST_31,REST_4,Karahi,STAFF_5,Lahore,2025-02-04,1,PKR 1251,PKR 0.15,PKR 1063.35,PKR 415.06,PKR 59.26,8,24,0,3
ORDER_178,CUST_27,REST_6,Burger,STAFF_15,Sukkur,2025-01-11,1,PKR 1196,PKR 0.05,PKR 1136.2,PKR 131.19,PKR 42.85,3,55,1,2
ORDER_179,CUST_98,REST_10,Pasta,STAFF_16,Hyderabad,2025-01-31,3,PKR 720,PKR 0.0,PKR 2160.0,PKR 353.25,PKR 41.05,16,47,1,2
ORDER_180,CUST_90,REST_10,Pasta,STAFF_13,Hyderabad,2025-04-02,5,PKR 758,PKR 0.1,PKR 3411.0,PKR 730.63,PKR 182.03,9,19,0,3
ORDER_181,CUST_66,REST_8,BBQ Platter,STAFF_4,Lahore,2025-05-25,3,PKR 1972,PKR 0.05,PKR 5620.2,PKR 1187.05,PKR 232.64,8,55,1,2
ORDER_182,CUST_3,REST_5,Fries,STAFF_10,Hyderabad,2025-05-08,2,PKR 775,PKR 0.05,PKR 1472.5,PKR 315.04,PKR 122.71,11,35,1,3
ORDER_183,CUST_98,REST_8,BBQ Platter,STAFF_15,Hyderabad,2025-05-19,3,PKR 446,PKR 0.05,PKR 1271.1,PKR 401.79,PKR 62.07,2,41,1,5
ORDER_184,CUST_5,REST_2,Biryani,STAFF_1,Lahore,2025-02-25,2,PKR 1825,PKR 0.05,PKR 3467.5,PKR 417.45,PKR 52.37,15,32,1,3
ORDER_185,CUST_8,REST_10,BBQ Platter,STAFF_16,Karachi,2025-03-12,1,PKR 1189,PKR 0.15,PKR 1010.65,PKR 104.66,PKR 53.51,10,34,1,1
ORDER_186,CUST_65,REST_7,Pizza,STAFF_4,Karachi,2025-04-01,5,PKR 404,PKR 0.05,PKR 1919.0,PKR 302.4,PKR 101.03,13,17,0,1
ORDER_187,CUST_48,REST_7,BBQ Platter,STAFF_19,Hyderabad,2025-01-09,2,PKR 714,PKR 0.0,PKR 1428.0,PKR 422.86,PKR 122.55,13,5,0,4
ORDER_188,CUST_49,REST_9,BBQ Platter,STAFF_2,Karachi,2025-03-26,2,PKR 269,PKR 0.15,PKR 457.3,PKR 161.7,PKR 29.49,4,36,1,5
ORDER_189,CUST_6,REST_4,Pasta,STAFF_19,Lahore,2025-05-20,3,PKR 195,PKR 0.0,PKR 585.0,PKR 178.62,PKR 16.4,2,36,1,2
ORDER_190,CUST_41,REST_1,Pasta,STAFF_19,Hyderabad,2025-04-10,4,PKR 257,PKR 0.1,PKR 925.2,PKR 137.61,PKR 22.25,18,43,1,3
ORDER_191,CUST_50,REST_3,Burger,STAFF_17,Sukkur,2025-04-12,1,PKR 300,PKR 0.15,PKR 255.0,PKR 43.26,PKR 1.94,11,49,1,1
ORDER_192,CUST_82,REST_5,BBQ Platter,STAFF_16,Hyderabad,2025-04-08,3,PKR 1232,PKR 0.15,PKR 3141.6,PKR 721.17,PKR 213.53,20,5,0,3
ORDER_193,CUST_32,REST_2,Burger,STAFF_9,Hyderabad,2025-01-28,4,PKR 1557,PKR 0.05,PKR 5916.6,PKR 1904.53,PKR 187.37,1,5,0,3
ORDER_194,CUST_57,REST_6,Karahi,STAFF_4,Hyderabad,2025-04-15,1,PKR 483,PKR 0.15,PKR 410.55,PKR 96.34,PKR 22.77,1,6,0,1
ORDER_195,CUST_46,REST_9,Burger,STAFF_20,Multan,2025-01-22,3,PKR 1868,PKR 0.15,PKR 4763.4,PKR 493.97,PKR 197.11,18,46,1,2
ORDER_196,CUST_74,REST_9,Pizza,STAFF_13,Hyderabad,2025-02-12,2,PKR 650,PKR 0.1,PKR 1170.0,PKR 211.21,PKR 17.07,9,27,0,4
ORDER_197,CUST_39,REST_8,Burger,STAFF_12,Sukkur,2025-01-28,2,PKR 1576,PKR 0.15,PKR 2679.2,PKR 745.2,PKR 52.39,10,8,0,1
ORDER_198,CUST_51,REST_6,Fries,STAFF_11,Lahore,2025-02-21,3,PKR 981,PKR 0.05,PKR 2795.85,PKR 531.58,PKR 168.65,11,30,0,2
ORDER_199,CUST_51,REST_6,Karahi,STAFF_16,Multan,2025-04-04,2,PKR 767,PKR 0.15,PKR 1303.9,PKR 240.04,PKR 102.47,19,7,0,2
ORDER_200,CUST_76,REST_9,Pizza,STAFF_18,Karachi,2025-01-18,4,PKR 1550,PKR 0.05,PKR 5890.0,PKR 1363.75,PKR 171.59,14,52,1,4
ORDER_201,CUST_18,REST_5,Pasta,STAFF_9,Hyderabad,2025-05-03,4,PKR 1716,PKR 0.15,PKR 5834.4,PKR 712.9,PKR 578.01,13,37,1,5
ORDER_202,CUST_65,REST_7,Biryani,STAFF_12,Multan,2025-04-01,5,PKR 1406,PKR 0.0,PKR 7030.0,PKR 933.66,PKR 174.51,20,10,0,1
ORDER_203,CUST_73,REST_7,Sandwich,STAFF_14,Karachi,2025-05-23,1,PKR 301,PKR 0.1,PKR 270.9,PKR 45.13,PKR 20.23,19,37,1,2
ORDER_204,CUST_58,REST_6,Fries,STAFF_15,Multan,2025-03-17,5,PKR 408,PKR 0.1,PKR 1836.0,PKR 733.13,PKR 88.64,3,26,0,1
ORDER_205,CUST_94,REST_3,Sandwich,STAFF_10,Sukkur,2025-01-25,4,PKR 1706,PKR 0.05,PKR 6482.8,PKR 1661.76,PKR 225.8,15,28,0,3
ORDER_206,CUST_9,REST_5,Biryani,STAFF_4,Karachi,2025-03-04,3,PKR 1427,PKR 0.0,PKR 4281.0,PKR 1297.75,PKR 70.36,6,33,1,5
ORDER_207,CUST_21,REST_6,Fries,STAFF_15,Hyderabad,2025-04-12,4,PKR 1389,PKR 0.05,PKR 5278.2,PKR 822.96,PKR 346.94,20,1,0,2
ORDER_208,CUST_58,REST_10,Fries,STAFF_13,Karachi,2025-01-17,2,PKR 521,PKR 0.1,PKR 937.8,PKR 305.44,PKR 75.84,4,36,1,5
ORDER_209,CUST_24,REST_6,Sandwich,STAFF_7,Lahore,2025-04-10,1,PKR 637,PKR 0.15,PKR 541.45,PKR 139.86,PKR 34.6,13,39,1,5
ORDER_210,CUST_15,REST_6,Sandwich,STAFF_15,Multan,2025-02-04,2,PKR 1766,PKR 0.1,PKR 3178.8,PKR 1193.97,PKR 187.6,4,20,0,2
ORDER_211,CUST_40,REST_2,Pizza,STAFF_12,Hyderabad,2025-04-19,5,PKR 895,PKR 0.15,PKR 3803.75,PKR 1060.97,PKR 218.64,16,11,0,5
ORDER_212,CUST_89,REST_3,Pizza,STAFF_16,Sukkur,2025-04-02,2,PKR 483,PKR 0.1,PKR 869.4,PKR 306.55,PKR 53.85,1,60,1,4
ORDER_213,CUST_18,REST_4,Fries,STAFF_18,Multan,2025-05-06,4,PKR 937,PKR 0.15,PKR 3185.8,PKR 715.81,PKR 267.57,3,10,0,5
ORDER_214,CUST_4,REST_4,Karahi,STAFF_2,Sukkur,2025-05-07,2,PKR 1201,PKR 0.1,PKR 2161.8,PKR 325.27,PKR 98.86,17,35,1,1
ORDER_215,CUST_74,REST_2,Karahi,STAFF_18,Sukkur,2025-02-25,5,PKR 1784,PKR 0.0,PKR 8920.0,PKR 2925.77,PKR 393.7,4,27,0,2
ORDER_216,CUST_39,REST_1,BBQ Platter,STAFF_9,Sukkur,2025-05-31,1,PKR 999,PKR 0.0,PKR 999.0,PKR 332.36,PKR 23.67,12,44,1,5
ORDER_217,CUST_81,REST_7,Pizza,STAFF_20,Hyderabad,2025-05-17,2,PKR 1766,PKR 0.05,PKR 3355.4,PKR 1146.31,PKR 191.28,20,17,0,5
ORDER_218,CUST_22,REST_6,Karahi,STAFF_10,Multan,2025-04-16,3,PKR 1857,PKR 0.0,PKR 5571.0,PKR 783.71,PKR 417.88,2,58,1,3
ORDER_219,CUST_84,REST_3,Pizza,STAFF_8,Hyderabad,2025-05-06,3,PKR 1796,PKR 0.05,PKR 5118.6,PKR 1681.16,PKR 346.14,19,9,0,3
ORDER_220,CUST_81,REST_7,Fries,STAFF_15,Karachi,2025-04-27,1,PKR 925,PKR 0.1,PKR 832.5,PKR 256.75,PKR 73.04,16,60,1,3
ORDER_221,CUST_75,REST_1,Burger,STAFF_15,Sukkur,2025-02-24,1,PKR 1729,PKR 0.15,PKR 1469.65,PKR 243.01,PKR 63.14,9,31,1,3
ORDER_222,CUST_37,REST_6,Pizza,STAFF_19,Lahore,2025-04-28,3,PKR 1931,PKR 0.0,PKR 5793.0,PKR 659.14,PKR 362.75,4,1,0,2
ORDER_223,CUST_57,REST_8,Biryani,STAFF_14,Hyderabad,2025-03-12,2,PKR 1906,PKR 0.1,PKR 3430.8,PKR 506.71,PKR 320.0,12,5,0,3
ORDER_224,CUST_11,REST_6,Pizza,STAFF_2,Lahore,2025-01-25,3,PKR 1586,PKR 0.05,PKR 4520.1,PKR 1034.06,PKR 41.22,7,0,0,4
ORDER_225,CUST_10,REST_3,Pasta,STAFF_17,Lahore,2025-04-19,1,PKR 116,PKR 0.1,PKR 104.4,PKR 36.03,PKR 10.32,5,44,1,4
ORDER_226,CUST_10,REST_4,Fries,STAFF_3,Karachi,2025-02-04,1,PKR 741,PKR 0.1,PKR 666.9,PKR 242.95,PKR 9.15,5,41,1,1
ORDER_227,CUST_68,REST_10,Biryani,STAFF_20,Hyderabad,2025-04-16,4,PKR 819,PKR 0.05,PKR 3112.2,PKR 897.63,PKR 47.11,15,39,1,2
ORDER_228,CUST_12,REST_2,Pizza,STAFF_4,Multan,2025-03-12,4,PKR 819,PKR 0.15,PKR 2784.6,PKR 541.19,PKR 38.94,3,41,1,2
ORDER_229,CUST_71,REST_10,Karahi,STAFF_1,Sukkur,2025-01-14,2,PKR 1160,PKR 0.05,PKR 2204.0,PKR 714.87,PKR 65.14,8,50,1,4
ORDER_230,CUST_50,REST_2,Pasta,STAFF_16,Multan,2025-02-03,1,PKR 1181,PKR 0.0,PKR 1181.0,PKR 467.75,PKR 110.3,19,24,0,4
ORDER_231,CUST_47,REST_9,Pizza,STAFF_16,Karachi,2025-01-16,1,PKR 1302,PKR 0.0,PKR 1302.0,PKR 135.59,PKR 28.09,13,60,1,5
ORDER_232,CUST_37,REST_9,Fries,STAFF_14,Lahore,2025-05-11,1,PKR 1411,PKR 0.05,PKR 1340.45,PKR 245.62,PKR 41.54,7,58,1,2
ORDER_233,CUST_69,REST_6,Fries,STAFF_19,Karachi,2025-01-15,3,PKR 1530,PKR 0.15,PKR 3901.5,PKR 1244.53,PKR 330.25,3,15,0,4
ORDER_234,CUST_15,REST_8,Biryani,STAFF_10,Hyderabad,2025-03-30,1,PKR 125,PKR 0.05,PKR 118.75,PKR 36.87,PKR 1.95,17,33,1,3
ORDER_235,CUST_22,REST_6,Pizza,STAFF_9,Karachi,2025-05-28,1,PKR 786,PKR 0.15,PKR 668.1,PKR 121.32,PKR 4.27,3,40,1,4
ORDER_236,CUST_59,REST_9,Sandwich,STAFF_2,Lahore,2025-05-27,5,PKR 441,PKR 0.1,PKR 1984.5,PKR 292.1,PKR 153.47,4,43,1,2
ORDER_237,CUST_95,REST_9,Biryani,STAFF_2,Karachi,2025-02-15,2,PKR 194,PKR 0.15,PKR 329.8,PKR 68.99,PKR 30.35,2,59,1,5
ORDER_238,CUST_92,REST_7,Pasta,STAFF_11,Hyderabad,2025-04-06,4,PKR 1975,PKR 0.1,PKR 7110.0,PKR 1289.59,PKR 55.38,17,7,0,1
ORDER_239,CUST_23,REST_4,Biryani,STAFF_13,Karachi,2025-01-23,4,PKR 1873,PKR 0.1,PKR 6742.8,PKR 2239.0,PKR 209.5,15,35,1,1
ORDER_240,CUST_48,REST_4,Karahi,STAFF_19,Sukkur,2025-02-20,5,PKR 596,PKR 0.15,PKR 2533.0,PKR 533.15,PKR 246.17,18,46,1,2
ORDER_241,CUST_20,REST_1,Fries,STAFF_1,Hyderabad,2025-04-07,5,PKR 809,PKR 0.0,PKR 4045.0,PKR 1558.53,PKR 0.59,10,54,1,1
ORDER_242,CUST_27,REST_9,Pasta,STAFF_14,Lahore,2025-05-14,1,PKR 391,PKR 0.1,PKR 351.9,PKR 45.01,PKR 32.42,12,26,0,4
ORDER_243,CUST_96,REST_2,Burger,STAFF_17,Hyderabad,2025-03-02,4,PKR 253,PKR 0.0,PKR 1012.0,PKR 233.26,PKR 97.58,9,18,0,3
ORDER_244,CUST_51,REST_6,Sandwich,STAFF_15,Sukkur,2025-01-28,2,PKR 252,PKR 0.05,PKR 478.8,PKR 67.43,PKR 36.87,4,9,0,2
ORDER_245,CUST_58,REST_8,Sandwich,STAFF_14,Karachi,2025-01-31,5,PKR 833,PKR 0.05,PKR 3956.75,PKR 932.11,PKR 183.33,6,5,0,3
ORDER_246,CUST_91,REST_10,Biryani,STAFF_7,Sukkur,2025-01-13,2,PKR 286,PKR 0.05,PKR 543.4,PKR 212.21,PKR 21.53,10,43,1,3
ORDER_247,CUST_23,REST_1,Fries,STAFF_15,Multan,2025-02-05,5,PKR 611,PKR 0.0,PKR 3055.0,PKR 728.96,PKR 245.59,1,7,0,1
ORDER_248,CUST_100,REST_4,Pizza,STAFF_7,Lahore,2025-01-20,3,PKR 1505,PKR 0.0,PKR 4515.0,PKR 1240.26,PKR 116.86,3,1,0,2
ORDER_249,CUST_83,REST_8,Pizza,STAFF_3,Sukkur,2025-04-21,1,PKR 187,PKR 0.15,PKR 158.95,PKR 18.31,PKR 14.69,13,52,1,4
ORDER_250,CUST_4,REST_7,Fries,STAFF_6,Sukkur,2025-02-08,2,PKR 1960,PKR 0.05,PKR 3724.0,PKR 679.61,PKR 166.09,20,2,0,5
ORDER_251,CUST_79,REST_4,Karahi,STAFF_16,Lahore,2025-04-18,5,PKR 1081,PKR 0.0,PKR 5405.0,PKR 682.74,PKR 207.02,17,12,0,2
ORDER_252,CUST_81,REST_9,Biryani,STAFF_13,Sukkur,2025-03-24,4,PKR 1215,PKR 0.15,PKR 4131.0,PKR 839.46,PKR 233.67,9,24,0,2
ORDER_253,CUST_4,REST_6,Pasta,STAFF_1,Sukkur,2025-03-01,1,PKR 1756,PKR 0.15,PKR 1492.6,PKR 386.33,PKR 114.46,4,10,0,2
ORDER_254,CUST_85,REST_4,Karahi,STAFF_18,Karachi,2025-02-14,2,PKR 1279,PKR 0.15,PKR 2174.3,PKR 448.87,PKR 182.47,8,11,0,5
ORDER_255,CUST_41,REST_6,Biryani,STAFF_12,Multan,2025-05-07,5,PKR 391,PKR 0.05,PKR 1857.25,PKR 651.91,PKR 150.51,10,34,1,2
ORDER_256,CUST_63,REST_1,Burger,STAFF_2,Hyderabad,2025-02-21,5,PKR 548,PKR 0.0,PKR 2740.0,PKR 706.74,PKR 0.19,5,51,1,3
ORDER_257,CUST_92,REST_3,Sandwich,STAFF_2,Karachi,2025-04-04,2,PKR 1301,PKR 0.05,PKR 2471.9,PKR 821.44,PKR 209.24,12,4,0,4
ORDER_258,CUST_76,REST_2,Sandwich,STAFF_10,Sukkur,2025-03-23,2,PKR 422,PKR 0.15,PKR 717.4,PKR 242.16,PKR 68.92,18,11,0,5
ORDER_259,CUST_46,REST_4,Pizza,STAFF_13,Sukkur,2025-05-27,3,PKR 360,PKR 0.05,PKR 1026.0,PKR 326.93,PKR 97.35,19,25,0,1
ORDER_260,CUST_24,REST_10,Sandwich,STAFF_20,Hyderabad,2025-03-02,5,PKR 313,PKR 0.15,PKR 1330.25,PKR 189.15,PKR 99.15,11,22,0,2
ORDER_261,CUST_82,REST_2,Sandwich,STAFF_15,Karachi,2025-01-28,3,PKR 529,PKR 0.05,PKR 1507.65,PKR 464.29,PKR 52.84,1,46,1,1
ORDER_262,CUST_50,REST_8,Fries,STAFF_6,Lahore,2025-05-03,4,PKR 1905,PKR 0.15,PKR 6477.0,PKR 1330.18,PKR 243.11,19,50,1,2
ORDER_263,CUST_21,REST_8,Burger,STAFF_2,Sukkur,2025-02-13,1,PKR 752,PKR 0.1,PKR 676.8,PKR 260.91,PKR 5.02,13,56,1,2
ORDER_264,CUST_94,REST_2,Burger,STAFF_11,Multan,2025-02-12,5,PKR 1929,PKR 0.15,PKR 8198.25,PKR 2552.54,PKR 353.61,14,38,1,2
ORDER_265,CUST_7,REST_2,Sandwich,STAFF_7,Hyderabad,2025-01-25,4,PKR 1527,PKR 0.1,PKR 5497.2,PKR 1639.15,PKR 163.49,13,3,0,5
ORDER_266,CUST_71,REST_8,Pizza,STAFF_2,Sukkur,2025-05-03,1,PKR 975,PKR 0.0,PKR 975.0,PKR 183.66,PKR 64.55,4,12,0,1
ORDER_267,CUST_27,REST_3,Karahi,STAFF_3,Lahore,2025-03-09,1,PKR 731,PKR 0.15,PKR 621.35,PKR 149.92,PKR 55.6,18,5,0,4
ORDER_268,CUST_24,REST_6,Fries,STAFF_12,Hyderabad,2025-03-10,4,PKR 191,PKR 0.1,PKR 687.6,PKR 159.47,PKR 18.11,2,36,1,2
ORDER_269,CUST_97,REST_2,Burger,STAFF_12,Multan,2025-05-14,4,PKR 1649,PKR 0.05,PKR 6266.2,PKR 1667.31,PKR 526.86,18,26,0,4
ORDER_270,CUST_74,REST_4,BBQ Platter,STAFF_10,Karachi,2025-05-27,4,PKR 1948,PKR 0.0,PKR 7792.0,PKR 1952.91,PKR 701.63,20,43,1,2
ORDER_271,CUST_16,REST_8,Pizza,STAFF_6,Hyderabad,2025-04-22,2,PKR 358,PKR 0.0,PKR 716.0,PKR 162.54,PKR 70.76,5,12,0,5
ORDER_272,CUST_34,REST_6,Burger,STAFF_3,Lahore,2025-01-04,5,PKR 913,PKR 0.1,PKR 4108.5,PKR 1466.68,PKR 213.51,20,50,1,5
ORDER_273,CUST_67,REST_7,Burger,STAFF_14,Hyderabad,2025-01-26,2,PKR 1260,PKR 0.0,PKR 2520.0,PKR 951.25,PKR 141.8,10,50,1,5
ORDER_274,CUST_45,REST_7,Karahi,STAFF_13,Lahore,2025-02-06,5,PKR 1347,PKR 0.15,PKR 5724.75,PKR 636.82,PKR 157.67,20,39,1,4
ORDER_275,CUST_5,REST_7,Sandwich,STAFF_8,Karachi,2025-03-19,4,PKR 1985,PKR 0.1,PKR 7146.0,PKR 2637.66,PKR 14.46,9,19,0,4
ORDER_276,CUST_90,REST_2,Pasta,STAFF_5,Sukkur,2025-01-23,4,PKR 1685,PKR 0.1,PKR 6066.0,PKR 1096.89,PKR 252.81,15,12,0,2
ORDER_277,CUST_53,REST_8,Sandwich,STAFF_2,Multan,2025-05-15,2,PKR 234,PKR 0.1,PKR 421.2,PKR 131.78,PKR 16.99,19,56,1,1
ORDER_278,CUST_23,REST_4,Pasta,STAFF_2,Hyderabad,2025-03-12,1,PKR 1034,PKR 0.0,PKR 1034.0,PKR 388.17,PKR 72.86,15,23,0,5
ORDER_279,CUST_51,REST_2,Biryani,STAFF_8,Sukkur,2025-05-31,4,PKR 1316,PKR 0.15,PKR 4474.4,PKR 685.81,PKR 389.49,12,35,1,3
ORDER_280,CUST_21,REST_5,Burger,STAFF_10,Karachi,2025-02-24,4,PKR 201,PKR 0.05,PKR 763.8,PKR 272.02,PKR 59.56,8,54,1,2
ORDER_281,CUST_87,REST_4,Karahi,STAFF_14,Multan,2025-02-14,1,PKR 1870,PKR 0.0,PKR 1870.0,PKR 452.97,PKR 24.74,1,38,1,2
ORDER_282,CUST_33,REST_10,Karahi,STAFF_9,Lahore,2025-03-19,4,PKR 1844,PKR 0.1,PKR 6638.4,PKR 1577.94,PKR 144.86,17,43,1,5
ORDER_283,CUST_51,REST_10,Burger,STAFF_1,Multan,2025-01-17,3,PKR 1249,PKR 0.1,PKR 3372.3,PKR 639.2,PKR 36.46,9,21,0,3
ORDER_284,CUST_36,REST_5,Karahi,STAFF_7,Hyderabad,2025-04-14,5,PKR 1667,PKR 0.05,PKR 7918.25,PKR 2929.01,PKR 637.76,11,42,1,2
ORDER_285,CUST_93,REST_1,BBQ Platter,STAFF_10,Sukkur,2025-05-27,4,PKR 928,PKR 0.15,PKR 3155.2,PKR 1012.88,PKR 183.96,7,52,1,3
ORDER_286,CUST_93,REST_4,BBQ Platter,STAFF_12,Multan,2025-02-16,3,PKR 1831,PKR 0.05,PKR 5218.35,PKR 1837.86,PKR 457.39,4,18,0,4
ORDER_287,CUST_17,REST_5,Pizza,STAFF_11,Karachi,2025-03-26,2,PKR 827,PKR 0.05,PKR 1571.3,PKR 507.94,PKR 48.25,9,23,0,5
ORDER_288,CUST_38,REST_8,Burger,STAFF_16,Karachi,2025-01-31,5,PKR 1288,PKR 0.0,PKR 6440.0,PKR 1556.33,PKR 125.29,13,55,1,5
ORDER_289,CUST_39,REST_7,Biryani,STAFF_5,Hyderabad,2025-04-28,2,PKR 801,PKR 0.15,PKR 1361.7,PKR 539.45,PKR 121.58,11,9,0,2
ORDER_290,CUST_100,REST_2,BBQ Platter,STAFF_11,Hyderabad,2025-02-13,3,PKR 1399,PKR 0.0,PKR 4197.0,PKR 425.63,PKR 114.8,6,36,1,4
ORDER_291,CUST_98,REST_2,Pizza,STAFF_20,Lahore,2025-01-10,4,PKR 926,PKR 0.15,PKR 3148.4,PKR 1226.61,PKR 120.68,7,34,1,3
ORDER_292,CUST_2,REST_6,Pasta,STAFF_1,Karachi,2025-05-09,2,PKR 563,PKR 0.1,PKR 1013.4,PKR 196.22,PKR 10.41,10,37,1,2
ORDER_293,CUST_9,REST_1,Karahi,STAFF_10,Lahore,2025-02-04,5,PKR 1321,PKR 0.1,PKR 5944.5,PKR 1367.83,PKR 408.26,16,21,0,3
ORDER_294,CUST_97,REST_4,Pizza,STAFF_13,Karachi,2025-05-10,2,PKR 559,PKR 0.05,PKR 1062.1,PKR 173.5,PKR 2.33,4,10,0,3
ORDER_295,CUST_92,REST_1,Fries,STAFF_9,Multan,2025-01-06,5,PKR 199,PKR 0.0,PKR 995.0,PKR 297.1,PKR 65.03,4,3,0,4
ORDER_296,CUST_57,REST_7,Burger,STAFF_18,Sukkur,2025-01-03,4,PKR 1537,PKR 0.05,PKR 5840.6,PKR 944.12,PKR 400.51,14,19,0,1
ORDER_297,CUST_85,REST_9,Karahi,STAFF_20,Multan,2025-03-14,2,PKR 957,PKR 0.0,PKR 1914.0,PKR 485.15,PKR 118.23,4,7,0,4
ORDER_298,CUST_26,REST_10,Pasta,STAFF_9,Multan,2025-05-08,2,PKR 833,PKR 0.15,PKR 1416.1,PKR 267.08,PKR 5.58,7,58,1,4
ORDER_299,CUST_43,REST_4,Biryani,STAFF_1,Karachi,2025-05-11,1,PKR 1810,PKR 0.15,PKR 1538.5,PKR 222.69,PKR 13.86,4,4,0,3
ORDER_300,CUST_83,REST_4,BBQ Platter,STAFF_10,Sukkur,2025-03-16,4,PKR 202,PKR 0.0,PKR 808.0,PKR 277.91,PKR 70.63,11,23,0,4
ORDER_301,CUST_95,REST_2,Burger,STAFF_2,Karachi,2025-03-10,2,PKR 1458,PKR 0.05,PKR 2770.2,PKR 550.16,PKR 247.8,3,56,1,3
